pc_time,time_utc,lat,lon,fix_quality,num_sat,hdop,altitude_m,avg_cn0,true_label,source_file,distance_m,basic_decision,error_radius_m,proposed_decision,verification_result,valid_points,approval_ratio,mean_lat,mean_lon,mean_distance_m,stability_m,proposed_final_decision
2026-05-23 15:14:12,61412.0,36.6248435,127.45748583333334,2,12,0.69,70.3,34.22,inside,realtime_gnss.csv,3.1676453094961383,reject,1.0,verify,hold,0,0.0,,,,,reject
2026-05-23 15:14:14,61413.0,36.6248435,127.45748550000002,2,12,0.74,70.3,32.59,inside,realtime_gnss.csv,3.1628928366439224,reject,1.0,verify,hold,0,0.0,,,,,reject
2026-05-23 15:14:15,61414.0,36.62484366666667,127.45748533333332,2,12,0.74,70.3,33.91,inside,realtime_gnss.csv,3.1789412916894078,reject,1.0,verify,fail,3,0.0,36.62484355555555,127.45748555555558,3.1697673059553817,0.018944362807801835,reject
2026-05-23 15:14:16,61415.0,36.6248435,127.45748516666666,2,12,0.74,70.3,33.11,inside,realtime_gnss.csv,3.1584133875476947,reject,1.0,verify,fail,4,0.0,36.624843541666664,127.45748545833334,3.1668958582173254,0.020996201450572877,reject
2026-05-23 15:14:17,61416.0,36.62484333333334,127.457485,2,12,0.74,70.3,33.02,inside,realtime_gnss.csv,3.1379311457787185,reject,1.0,verify,fail,5,0.0,36.6248435,127.45748536666667,3.161068227368562,0.0255534553755024,reject
2026-05-23 15:14:18,61417.0,36.624843166666665,127.45748483333334,2,12,0.73,70.3,31.86,inside,realtime_gnss.csv,3.1174954614996717,reject,1.0,verify,fail,6,0.0,36.624843444444444,127.45748527777778,3.1537677753803495,0.030930916296014212,reject
2026-05-23 15:14:19,61418.0,36.62484333333334,127.45748483333334,2,12,0.73,70.3,32.8,inside,realtime_gnss.csv,3.135850759429793,reject,1.0,verify,fail,7,0.0,36.624843428571424,127.45748521428571,3.15118090825294,0.03175491677819288,reject
2026-05-23 15:14:20,61419.0,36.6248435,127.45748466666667,2,12,0.73,70.3,31.77,inside,realtime_gnss.csv,3.1522086631808843,reject,1.0,verify,fail,8,0.0,36.6248434375,127.45748514583335,3.151266855953437,0.032971405191514265,reject
2026-05-23 15:14:21,61420.0,36.6248435,127.4574845,2,12,0.73,70.2,32.8,inside,realtime_gnss.csv,3.1502781527963313,reject,1.0,verify,fail,9,0.0,36.624843444444444,127.45748507407409,3.151104202544713,0.03506818554327872,reject
2026-05-23 15:14:22,61421.0,36.6248435,127.45748466666667,2,12,0.73,70.2,32.63,inside,realtime_gnss.csv,3.1522086631808843,reject,1.0,verify,fail,10,0.0,36.62484345,127.45748503333334,3.151195244318241,0.03486566781280272,reject
