pc_time,time_utc,lat,lon,fix_quality,num_sat,hdop,altitude_m,avg_cn0,true_label,source_file,distance_m,basic_decision,error_radius_m,proposed_decision,verification_result,valid_points,approval_ratio,mean_lat,mean_lon,mean_distance_m,stability_m,proposed_final_decision
2026-05-23 11:07:31,20731.0,36.624829,127.45747633333332,2,12,0.66,77.6,33.62,inside,realtime_gnss.csv,1.547246863731211,accept,1.0,accept,not_needed,0,,,,,,accept
2026-05-23 11:07:32,20732.0,36.62483083333333,127.45747783333331,2,12,0.66,77.5,33.09,inside,realtime_gnss.csv,1.726966663622167,accept,1.0,accept,not_needed,0,,,,,,accept
2026-05-23 11:07:33,20733.0,36.624832833333336,127.45747583333332,2,12,0.66,77.4,33.68,inside,realtime_gnss.csv,1.973838120221308,accept,1.0,accept,not_needed,0,,,,,,accept
2026-05-23 11:07:34,20734.0,36.6248345,127.45747383333334,2,12,0.64,77.3,33.86,inside,realtime_gnss.csv,2.193962782346368,accept,1.0,verify,pass,4,1.0,36.624831791666665,127.45747595833332,1.8580142279397815,0.2457111911113352,accept
2026-05-23 11:07:35,20735.0,36.62483616666667,127.45747216666663,2,12,0.64,77.2,33.84,inside,realtime_gnss.csv,2.4126408880648085,accept,1.0,verify,pass,5,1.0,36.62483266666667,127.45747519999998,1.9671695152399173,0.30045463288186647,accept
2026-05-23 11:07:36,20736.0,36.62483766666666,127.4574705,2,12,0.64,77.1,33.84,inside,realtime_gnss.csv,2.6170631618205396,accept,1.0,verify,pass,6,1.0,36.6248335,127.45747441666664,2.0733872367309716,0.36032056374285587,accept
2026-05-23 11:07:37,20737.0,36.624838833333335,127.457469,2,12,0.64,77.1,34.32,inside,realtime_gnss.csv,2.7844447109483683,accept,1.0,verify,pass,7,1.0,36.62483426190476,127.45747364285714,2.1727206353476465,0.40374307763982686,accept
2026-05-23 11:07:38,20738.0,36.62483983333333,127.45746766666667,2,12,0.64,77.1,34.86,inside,realtime_gnss.csv,2.9313367995213038,accept,1.0,verify,pass,8,1.0,36.62483495833333,127.45747289583332,2.2653101859983664,0.45057056713302635,accept
2026-05-23 11:07:39,20739.0,36.6248395,127.45746766666667,2,12,0.64,77.1,34.91,inside,realtime_gnss.csv,2.8970171471238664,accept,1.0,verify,pass,9,1.0,36.62483546296296,127.4574723148148,2.3339399910644687,0.46866717697107774,accept
2026-05-23 11:07:40,20740.0,36.62484033333333,127.45746683333331,2,12,0.63,77.0,34.98,inside,realtime_gnss.csv,3.011172529974036,reject,1.0,verify,pass,10,0.9,36.62483595,127.45747176666664,2.4002775955713043,0.4836399400553303,accept
2026-05-23 11:07:41,20741.0,36.62484083333333,127.457466,2,12,0.63,77.0,34.91,inside,realtime_gnss.csv,3.0917353771016796,reject,1.0,verify,pass,10,0.8,36.62483713333333,127.45747073333332,2.5542117249265694,0.4354998384572773,accept
2026-05-23 11:07:42,20742.0,36.624840166666665,127.4574665,2,12,0.66,77.0,34.96,inside,realtime_gnss.csv,3.005916200023497,reject,1.0,verify,pass,10,0.7,36.62483806666667,127.4574696,2.6858667751301057,0.3512826517197565,accept
2026-05-23 11:07:43,20743.0,36.624840166666665,127.45746750000002,2,12,0.66,76.9,34.95,inside,realtime_gnss.csv,2.9712744215143343,accept,1.0,verify,pass,10,0.7,36.6248388,127.45746876666666,2.788394708434177,0.25965547922038434,accept
2026-05-23 11:07:44,20744.0,36.6248395,127.45746733333333,2,12,0.66,77.0,34.93,inside,realtime_gnss.csv,2.90844871062711,accept,1.0,verify,pass,10,0.7,36.6248393,127.45746811666667,2.8613326842573525,0.17681171023462391,accept
2026-05-23 11:07:45,20745.0,36.624838833333335,127.45746783333334,2,12,0.66,77.0,35.0,inside,realtime_gnss.csv,2.8228315472403884,accept,1.0,verify,pass,10,0.7,36.624839566666665,127.45746768333333,2.903312269605918,0.11370035026031969,accept
2026-05-23 11:07:46,20746.0,36.62483816666667,127.457468,2,12,0.66,77.0,34.96,inside,realtime_gnss.csv,2.748723426087156,accept,1.0,verify,pass,10,0.7,36.62483961666667,127.45746743333333,2.916963377958509,0.0946924950564095,accept
2026-05-23 11:07:47,20747.0,36.62483766666666,127.45746833333332,2,12,0.66,77.0,34.72,inside,realtime_gnss.csv,2.68593583967478,accept,1.0,verify,pass,10,0.7,36.6248395,127.45746736666668,2.9072938798670416,0.10188817036528877,accept
2026-05-23 11:07:48,20748.0,36.624837166666666,127.45746866666666,2,12,0.66,77.0,34.68,inside,realtime_gnss.csv,2.623161091813141,accept,1.0,verify,pass,10,0.7,36.62483923333333,127.45746746666666,2.8765034222140176,0.12881002004088155,accept
2026-05-23 11:07:49,20749.0,36.62483666666667,127.45746916666668,2,12,0.66,77.0,34.74,inside,realtime_gnss.csv,2.5547346548126737,accept,1.0,verify,pass,10,0.7,36.62483895,127.45746761666666,2.8422724482923587,0.1574846146866857,accept
2026-05-23 11:07:50,20750.0,36.62483633333333,127.4574695,2,12,0.66,77.0,34.56,inside,realtime_gnss.csv,2.5092055665691064,accept,1.0,verify,pass,10,0.8,36.62483855000001,127.45746788333335,2.7920452619589122,0.16970863838928968,accept
2026-05-23 11:07:51,20751.0,36.624835833333336,127.45746966666664,2,12,0.63,77.0,34.54,inside,realtime_gnss.csv,2.452085866724002,accept,1.0,verify,pass,10,0.9,36.62483805,127.45746824999999,2.7281278086756187,0.1649084500698636,accept
2026-05-23 11:07:52,20752.0,36.62483533333333,127.45746983333332,2,12,0.65,77.0,34.63,inside,realtime_gnss.csv,2.3949868882134444,accept,1.0,verify,pass,10,1.0,36.62483756666667,127.45746858333334,2.667087257528843,0.16179799340598458,accept
2026-05-23 11:07:53,20753.0,36.62483483333333,127.45747016666668,2,12,0.65,77.0,34.68,inside,realtime_gnss.csv,2.332273329801597,accept,1.0,verify,pass,10,1.0,36.624837033333336,127.45746885000001,2.6031902253500676,0.1557466863989247,accept
2026-05-23 11:07:54,20754.0,36.62483433333333,127.45747033333332,2,12,0.65,76.9,34.77,inside,realtime_gnss.csv,2.275176392092188,accept,1.0,verify,pass,10,1.0,36.62483651666667,127.45746915,2.5398702930177053,0.14854132669170544,accept
2026-05-23 11:07:55,20755.0,36.624834,127.4574705,2,12,0.65,76.9,34.81,inside,realtime_gnss.csv,2.235239632152699,accept,1.0,verify,pass,10,1.0,36.62483603333334,127.45746941666667,2.4811129938649152,0.14442037823932827,accept
2026-05-23 11:07:56,20756.0,36.62483366666667,127.45747099999998,2,12,0.65,76.8,34.75,inside,realtime_gnss.csv,2.1841901935397834,accept,1.0,verify,pass,10,1.0,36.624835583333336,127.45746971666665,2.424657995572994,0.14088891897564676,accept
2026-05-23 11:07:57,20757.0,36.6248335,127.45747183333332,2,12,0.63,76.7,34.61,inside,realtime_gnss.csv,2.14051811565539,accept,1.0,verify,pass,10,1.0,36.62483516666667,127.45747006666666,2.3699791426199437,0.13884997074101962,accept
2026-05-23 11:07:58,20758.0,36.62483333333333,127.45747233333334,2,12,0.63,76.6,35.07,inside,realtime_gnss.csv,2.1082020686383287,accept,1.0,verify,pass,10,1.0,36.624834783333334,127.45747043333331,2.3182541042058524,0.13662921809583778,accept
2026-05-23 11:07:59,20759.0,36.624833,127.457473,2,12,0.63,76.5,35.02,inside,realtime_gnss.csv,2.0543122084524628,accept,1.0,verify,pass,10,1.0,36.624834416666666,127.45747081666666,2.2678122266637315,0.13916892151737517,accept
2026-05-23 11:08:00,20800.0,36.62483266666666,127.45747350000002,2,12,0.63,76.5,34.68,inside,realtime_gnss.csv,2.0056773838258186,accept,1.0,verify,pass,10,1.0,36.624834050000004,127.45747121666666,2.2169740100930375,0.14168449736870353,accept
2026-05-23 11:08:01,20801.0,36.6248325,127.45747416666669,2,12,0.63,76.3,34.68,inside,realtime_gnss.csv,1.9714058593253105,accept,1.0,accept,not_needed,0,,,,,,accept
2026-05-23 11:08:02,20802.0,36.62483233333333,127.4574745,2,12,0.63,76.2,34.75,inside,realtime_gnss.csv,1.9458217340856696,accept,1.0,accept,not_needed,0,,,,,,accept
2026-05-23 11:08:03,20803.0,36.62483216666667,127.45747466666666,2,12,0.63,76.1,34.75,inside,realtime_gnss.csv,1.9241613256550085,accept,1.0,accept,not_needed,0,,,,,,accept
2026-05-23 11:08:04,20804.0,36.62483216666667,127.457475,2,12,0.63,75.9,34.81,inside,realtime_gnss.csv,1.9170200076801276,accept,1.0,accept,not_needed,0,,,,,,accept
2026-05-23 11:08:05,20805.0,36.624832,127.45747533333332,2,12,0.63,75.8,34.84,inside,realtime_gnss.csv,1.892232820801671,accept,1.0,accept,not_needed,0,,,,,,accept
2026-05-23 11:08:06,20806.0,36.624832,127.45747566666664,2,12,0.63,75.7,34.84,inside,realtime_gnss.csv,1.8859091836579962,accept,1.0,accept,not_needed,0,,,,,,accept
2026-05-23 11:08:07,20807.0,36.624832,127.45747566666664,2,12,0.63,75.6,34.82,inside,realtime_gnss.csv,1.8859091836579962,accept,1.0,accept,not_needed,0,,,,,,accept
2026-05-23 11:08:08,20808.0,36.62483216666667,127.45747583333332,2,12,0.63,75.6,34.7,inside,realtime_gnss.csv,1.9010866944111804,accept,1.0,accept,not_needed,0,,,,,,accept
2026-05-23 11:08:09,20809.0,36.62483216666667,127.457476,2,12,0.63,75.5,34.79,inside,realtime_gnss.csv,1.8982336292035742,accept,1.0,accept,not_needed,0,,,,,,accept
2026-05-23 11:08:10,20810.0,36.62483233333333,127.457476,2,12,0.63,75.5,34.7,inside,realtime_gnss.csv,1.9164386564813167,accept,1.0,accept,not_needed,0,,,,,,accept
2026-05-23 11:08:11,20811.0,36.62483233333333,127.45747616666668,2,12,0.63,75.5,34.74,inside,realtime_gnss.csv,1.913724079535837,accept,1.0,accept,not_needed,0,,,,,,accept
2026-05-23 11:08:12,20812.0,36.62483233333333,127.4574765,2,12,0.63,75.5,34.63,inside,realtime_gnss.csv,1.908631086763694,accept,1.0,accept,not_needed,0,,,,,,accept
2026-05-23 11:08:13,20813.0,36.62483233333333,127.45747666666666,2,12,0.63,75.5,34.54,inside,realtime_gnss.csv,1.9062535682536506,accept,1.0,accept,not_needed,0,,,,,,accept
2026-05-23 11:08:14,20814.0,36.62483233333333,127.45747666666666,2,12,0.63,75.5,34.49,inside,realtime_gnss.csv,1.9062535682536506,accept,1.0,accept,not_needed,0,,,,,,accept
2026-05-23 11:08:15,20815.0,36.62483233333333,127.45747699999998,2,12,0.63,75.5,34.65,inside,realtime_gnss.csv,1.9018385998143763,accept,1.0,accept,not_needed,0,,,,,,accept
2026-05-23 11:08:16,20816.0,36.62483233333333,127.45747716666668,2,12,0.63,75.5,34.58,inside,realtime_gnss.csv,1.8998019398718256,accept,1.0,accept,not_needed,0,,,,,,accept
2026-05-23 11:08:17,20817.0,36.62483233333333,127.4574775,2,12,0.63,75.4,34.49,inside,realtime_gnss.csv,1.8960721046922695,accept,1.0,accept,not_needed,0,,,,,,accept
2026-05-23 11:08:18,20818.0,36.62483233333333,127.45747833333334,2,12,0.63,75.4,34.09,inside,realtime_gnss.csv,1.8887660288658097,accept,1.0,accept,not_needed,0,,,,,,accept
2026-05-23 11:08:19,20819.0,36.62483233333333,127.457479,2,12,0.63,75.4,33.95,inside,realtime_gnss.csv,1.8850143571982867,accept,1.0,accept,not_needed,0,,,,,,accept
2026-05-23 11:08:20,20820.0,36.62483233333333,127.45747950000002,2,12,0.66,75.4,33.86,inside,realtime_gnss.csv,1.8834293793565995,accept,1.0,accept,not_needed,0,,,,,,accept
2026-05-23 11:08:21,20821.0,36.62483233333333,127.45748,2,12,0.66,75.4,33.74,inside,realtime_gnss.csv,1.8829007569936,accept,1.0,accept,not_needed,0,,,,,,accept
2026-05-23 11:08:22,20822.0,36.62483233333333,127.45748033333332,2,12,0.66,75.4,33.7,inside,realtime_gnss.csv,1.8831357186099125,accept,1.0,accept,not_needed,0,,,,,,accept
2026-05-23 11:08:23,20823.0,36.62483233333333,127.45748066666664,2,12,0.66,75.3,33.79,inside,realtime_gnss.csv,1.8838404276256178,accept,1.0,accept,not_needed,0,,,,,,accept
2026-05-23 11:08:24,20824.0,36.62483266666666,127.45748083333336,2,12,0.66,75.3,33.79,inside,realtime_gnss.csv,1.9214054431723686,accept,1.0,accept,not_needed,0,,,,,,accept
2026-05-23 11:08:25,20825.0,36.624833,127.45748083333336,2,12,0.66,75.3,33.57,inside,realtime_gnss.csv,1.9584431719387705,accept,1.0,accept,not_needed,0,,,,,,accept
2026-05-23 11:08:26,20826.0,36.624833,127.45748116666668,2,12,0.66,75.4,33.52,inside,realtime_gnss.csv,1.9597981789057395,accept,1.0,accept,not_needed,0,,,,,,accept
