window_size,approval_ratio_threshold,TP,FN,FP,TN,FNR,FPR,TPR,rows
5,0.5,0,61,0,0,1.0,0.0,0.0,61
5,0.7,0,61,0,0,1.0,0.0,0.0,61
5,0.8,0,61,0,0,1.0,0.0,0.0,61
10,0.5,0,61,0,0,1.0,0.0,0.0,61
10,0.7,0,61,0,0,1.0,0.0,0.0,61
10,0.8,0,61,0,0,1.0,0.0,0.0,61
15,0.5,0,61,0,0,1.0,0.0,0.0,61
15,0.7,0,61,0,0,1.0,0.0,0.0,61
15,0.8,0,61,0,0,1.0,0.0,0.0,61
