window_size,approval_ratio_threshold,TP,FN,FP,TN,FNR,FPR,TPR,rows
5,0.5,0,56,0,0,1.0,0.0,0.0,56
5,0.7,0,56,0,0,1.0,0.0,0.0,56
5,0.8,0,56,0,0,1.0,0.0,0.0,56
10,0.5,0,56,0,0,1.0,0.0,0.0,56
10,0.7,0,56,0,0,1.0,0.0,0.0,56
10,0.8,0,56,0,0,1.0,0.0,0.0,56
15,0.5,0,56,0,0,1.0,0.0,0.0,56
15,0.7,0,56,0,0,1.0,0.0,0.0,56
15,0.8,0,56,0,0,1.0,0.0,0.0,56
